step,train_loss,val_loss,lr,layer,wall_time,peak_vram_gb,phase
0,10.993819,10.995167,0.00000010,layer_0,15.5,1.1381,eval
1,10.996780,nan,0.00000010,layer_0,0.0,1.8623,train
2,10.923141,nan,0.00000020,layer_0,0.2,2.2941,train
3,10.966431,nan,0.00000030,layer_0,0.2,2.2941,train
4,10.949127,nan,0.00000040,layer_0,0.2,2.2941,train
5,10.987907,nan,0.00000050,layer_0,0.2,2.2941,train
6,11.008942,nan,0.00000060,layer_0,0.2,2.2941,train
7,10.984230,nan,0.00000070,layer_0,0.2,2.2941,train
8,10.992119,nan,0.00000080,layer_0,0.2,2.2941,train
9,10.910271,nan,0.00000090,layer_0,0.2,2.2941,train
10,11.055176,nan,0.00000100,layer_0,0.2,2.2941,train
11,10.975624,nan,0.00000110,layer_1,0.2,2.2942,train
12,10.956017,nan,0.00000120,layer_1,0.2,2.3510,train
13,10.909081,nan,0.00000130,layer_1,0.2,2.3510,train
14,10.931778,nan,0.00000140,layer_1,0.2,2.3510,train
15,10.959030,nan,0.00000150,layer_1,0.2,2.3510,train
16,10.924309,nan,0.00000160,layer_1,0.2,2.3510,train
17,10.892014,nan,0.00000170,layer_1,0.2,2.3510,train
18,10.886841,nan,0.00000180,layer_1,0.2,2.3510,train
19,10.864525,nan,0.00000190,layer_1,0.2,2.3510,train
20,10.887253,nan,0.00000200,layer_1,0.2,2.3510,train
21,10.883789,nan,0.00000210,layer_2,0.2,2.3514,train
22,10.860809,nan,0.00000220,layer_2,0.2,2.4088,train
23,10.867485,nan,0.00000230,layer_2,0.2,2.4088,train
24,10.815659,nan,0.00000240,layer_2,0.2,2.4099,train
25,10.764664,nan,0.00000250,layer_2,0.2,2.4099,train
26,10.830025,nan,0.00000260,layer_2,0.2,2.4099,train
27,10.769234,nan,0.00000270,layer_2,0.2,2.4099,train
28,10.765739,nan,0.00000280,layer_2,0.2,2.4099,train
29,10.746445,nan,0.00000290,layer_2,0.2,2.4099,train
30,10.624458,nan,0.00000300,layer_2,0.2,2.4099,train
31,10.708664,nan,0.00000310,layer_3,0.2,2.4099,train
32,10.724911,nan,0.00000320,layer_3,0.2,2.4654,train
33,10.659454,nan,0.00000330,layer_3,0.2,2.4654,train
34,10.580532,nan,0.00000340,layer_3,0.2,2.4654,train
35,10.924026,nan,0.00000350,layer_3,0.2,2.4654,train
36,10.619019,nan,0.00000360,layer_3,0.2,2.4654,train
37,10.594318,nan,0.00000370,layer_3,0.2,2.4654,train
38,10.674583,nan,0.00000380,layer_3,0.2,2.4654,train
39,10.586578,nan,0.00000390,layer_3,0.2,2.4654,train
40,10.648945,nan,0.00000400,layer_3,0.2,2.4654,train
41,10.576172,nan,0.00000410,layer_4,0.2,2.4654,train
42,10.568180,nan,0.00000420,layer_4,0.2,2.5220,train
43,10.540951,nan,0.00000430,layer_4,0.2,2.5223,train
44,10.472118,nan,0.00000440,layer_4,0.2,2.5223,train
45,10.493725,nan,0.00000450,layer_4,0.2,2.5223,train
46,10.600529,nan,0.00000460,layer_4,0.2,2.5223,train
47,10.457748,nan,0.00000470,layer_4,0.2,2.5223,train
48,10.480431,nan,0.00000480,layer_4,0.2,2.5223,train
49,10.524174,nan,0.00000490,layer_4,0.2,2.5223,train
50,10.478893,nan,0.00000500,layer_4,0.2,2.5223,train
51,10.480778,nan,0.00000509,layer_5,0.2,2.5232,train
52,10.394253,nan,0.00000519,layer_5,0.2,2.5796,train
53,10.421345,nan,0.00000529,layer_5,0.2,2.5796,train
54,10.376595,nan,0.00000539,layer_5,0.2,2.5796,train
55,10.298218,nan,0.00000549,layer_5,0.2,2.5796,train
56,10.290680,nan,0.00000559,layer_5,0.2,2.5796,train
57,10.251335,nan,0.00000569,layer_5,0.2,2.5796,train
58,10.331161,nan,0.00000579,layer_5,0.2,2.5796,train
59,10.294571,nan,0.00000589,layer_5,0.2,2.5796,train
60,10.206326,nan,0.00000599,layer_5,0.2,2.5796,train
61,10.225147,nan,0.00000609,layer_6,0.2,2.5796,train
62,10.402187,nan,0.00000619,layer_6,0.2,2.6345,train
63,10.230339,nan,0.00000629,layer_6,0.2,2.6345,train
64,10.290668,nan,0.00000639,layer_6,0.2,2.6345,train
65,10.169579,nan,0.00000649,layer_6,0.2,2.6345,train
66,10.103966,nan,0.00000659,layer_6,0.2,2.6345,train
67,10.070251,nan,0.00000669,layer_6,0.2,2.6345,train
68,10.108318,nan,0.00000679,layer_6,0.2,2.6345,train
69,10.187874,nan,0.00000689,layer_6,0.2,2.6345,train
70,10.157059,nan,0.00000699,layer_6,0.2,2.6345,train
71,10.382061,nan,0.00000709,layer_7,0.2,2.6345,train
72,10.126740,nan,0.00000719,layer_7,0.2,2.6898,train
73,9.979713,nan,0.00000729,layer_7,0.2,2.6901,train
74,10.005455,nan,0.00000739,layer_7,0.2,2.6914,train
75,10.035480,nan,0.00000749,layer_7,0.2,2.6936,train
76,10.066143,nan,0.00000759,layer_7,0.2,2.6936,train
77,10.434780,nan,0.00000769,layer_7,0.2,2.6936,train
78,10.073189,nan,0.00000779,layer_7,0.2,2.6936,train
79,9.875782,nan,0.00000789,layer_7,0.2,2.6936,train
80,9.931808,nan,0.00000799,layer_7,0.2,2.6936,train
81,10.067066,nan,0.00000809,layer_8,0.2,2.6936,train
82,9.895077,nan,0.00000819,layer_8,0.2,2.7450,train
83,10.003025,nan,0.00000829,layer_8,0.2,2.7450,train
84,9.993553,nan,0.00000839,layer_8,0.2,2.7450,train
85,9.819965,nan,0.00000849,layer_8,0.2,2.7450,train
86,9.758625,nan,0.00000859,layer_8,0.2,2.7450,train
87,9.724812,nan,0.00000869,layer_8,0.2,2.7450,train
88,9.983315,nan,0.00000879,layer_8,0.2,2.7450,train
89,9.779285,nan,0.00000889,layer_8,0.2,2.7450,train
90,9.820354,nan,0.00000899,layer_8,0.2,2.7450,train
91,9.778637,nan,0.00000909,layer_9,0.2,2.7450,train
92,9.745152,nan,0.00000919,layer_9,0.2,2.8040,train
93,9.784889,nan,0.00000929,layer_9,0.2,2.8040,train
94,9.684048,nan,0.00000939,layer_9,0.2,2.8040,train
95,9.489388,nan,0.00000949,layer_9,0.2,2.8040,train
96,9.528522,nan,0.00000959,layer_9,0.2,2.8040,train
97,9.518291,nan,0.00000969,layer_9,0.2,2.8040,train
98,9.632278,nan,0.00000979,layer_9,0.2,2.8040,train
99,9.546410,nan,0.00000989,layer_9,0.2,2.8040,train
100,9.880466,nan,0.00000999,layer_9,0.2,2.8040,train
101,9.675091,nan,0.00001009,layer_10,0.2,2.8053,train
102,9.567951,nan,0.00001019,layer_10,0.2,2.8626,train
103,9.634083,nan,0.00001029,layer_10,0.2,2.8626,train
104,9.592617,nan,0.00001039,layer_10,0.2,2.8626,train
105,9.625347,nan,0.00001049,layer_10,0.2,2.8626,train
106,9.614494,nan,0.00001059,layer_10,0.2,2.8626,train
107,9.611832,nan,0.00001069,layer_10,0.2,2.8626,train
108,9.550262,nan,0.00001079,layer_10,0.2,2.8626,train
109,9.552059,nan,0.00001089,layer_10,0.2,2.8626,train
110,9.513889,nan,0.00001099,layer_10,0.2,2.8626,train
111,9.487793,nan,0.00001109,layer_11,0.2,2.8629,train
112,9.937527,nan,0.00001119,layer_11,0.2,2.8629,train
113,9.175465,nan,0.00001129,layer_11,0.2,2.8629,train
114,9.404594,nan,0.00001139,layer_11,0.2,2.8629,train
115,9.539494,nan,0.00001149,layer_11,0.2,2.8629,train
116,9.499413,nan,0.00001159,layer_11,0.2,2.8629,train
117,9.486931,nan,0.00001169,layer_11,0.2,2.8629,train
118,9.333809,nan,0.00001179,layer_11,0.2,2.8629,train
119,9.482750,nan,0.00001189,layer_11,0.2,2.8629,train
120,9.378178,nan,0.00001199,layer_11,0.2,2.8629,train
121,9.448696,nan,0.00001209,layer_0,0.2,3.1986,train
122,9.520981,nan,0.00001219,layer_0,0.2,3.1986,train
123,9.786015,nan,0.00001229,layer_0,0.2,3.1986,train
124,9.419003,nan,0.00001239,layer_0,0.2,3.1986,train
125,9.355331,nan,0.00001249,layer_0,0.2,3.1986,train
126,9.702522,nan,0.00001259,layer_0,0.2,3.1986,train
127,9.400284,nan,0.00001269,layer_0,0.2,3.1986,train
128,9.334969,nan,0.00001279,layer_0,0.2,3.1986,train
129,9.286968,nan,0.00001289,layer_0,0.2,3.1986,train
130,9.360065,nan,0.00001299,layer_0,0.2,3.1986,train
131,9.189426,nan,0.00001309,layer_1,0.2,3.1999,train
132,9.169847,nan,0.00001319,layer_1,0.2,3.1999,train
133,9.311264,nan,0.00001329,layer_1,0.2,3.1999,train
134,9.102819,nan,0.00001339,layer_1,0.2,3.1999,train
135,9.410664,nan,0.00001349,layer_1,0.2,3.1999,train
136,9.097004,nan,0.00001359,layer_1,0.2,3.1999,train
137,9.180586,nan,0.00001369,layer_1,0.2,3.1999,train
138,9.274223,nan,0.00001379,layer_1,0.2,3.1999,train
139,9.216347,nan,0.00001389,layer_1,0.2,3.1999,train
140,9.165966,nan,0.00001399,layer_1,0.2,3.1999,train
141,9.085403,nan,0.00001409,layer_2,0.2,3.1999,train
142,9.227112,nan,0.00001419,layer_2,0.2,3.1999,train
143,9.165001,nan,0.00001429,layer_2,0.2,3.1999,train
144,9.345587,nan,0.00001439,layer_2,0.2,3.1999,train
145,8.941271,nan,0.00001449,layer_2,0.2,3.1999,train
146,9.106668,nan,0.00001459,layer_2,0.2,3.1999,train
147,9.311295,nan,0.00001469,layer_2,0.2,3.1999,train
148,9.043236,nan,0.00001479,layer_2,0.2,3.1999,train
149,9.021288,nan,0.00001489,layer_2,0.2,3.1999,train
150,8.866753,nan,0.00001499,layer_2,0.2,3.1999,train
151,9.068977,nan,0.00001508,layer_3,0.2,3.1999,train
152,8.889427,nan,0.00001518,layer_3,0.2,3.1999,train
153,9.011913,nan,0.00001528,layer_3,0.2,3.1999,train
154,8.908611,nan,0.00001538,layer_3,0.2,3.1999,train
155,9.057894,nan,0.00001548,layer_3,0.2,3.1999,train
156,9.063471,nan,0.00001558,layer_3,0.2,3.1999,train
157,9.269091,nan,0.00001568,layer_3,0.2,3.1999,train
158,8.895010,nan,0.00001578,layer_3,0.2,3.1999,train
159,8.919060,nan,0.00001588,layer_3,0.2,3.1999,train
160,8.956057,nan,0.00001598,layer_3,0.2,3.1999,train
161,8.901985,nan,0.00001608,layer_4,0.2,3.1999,train
162,8.783617,nan,0.00001618,layer_4,0.2,3.1999,train
163,9.175287,nan,0.00001628,layer_4,0.2,3.1999,train
164,8.750460,nan,0.00001638,layer_4,0.2,3.1999,train
165,8.470249,nan,0.00001648,layer_4,0.2,3.1999,train
166,8.810015,nan,0.00001658,layer_4,0.2,3.1999,train
167,8.807270,nan,0.00001668,layer_4,0.2,3.1999,train
168,8.900879,nan,0.00001678,layer_4,0.2,3.1999,train
169,8.754648,nan,0.00001688,layer_4,0.2,3.1999,train
170,9.718685,nan,0.00001698,layer_4,0.2,3.1999,train
171,9.546873,nan,0.00001708,layer_5,0.2,3.1999,train
172,9.010054,nan,0.00001718,layer_5,0.2,3.1999,train
173,8.666365,nan,0.00001728,layer_5,0.2,3.1999,train
174,8.679398,nan,0.00001738,layer_5,0.2,3.1999,train
175,8.755627,nan,0.00001748,layer_5,0.2,3.1999,train
176,8.437384,nan,0.00001758,layer_5,0.2,3.1999,train
177,8.767044,nan,0.00001768,layer_5,0.2,3.1999,train
178,8.646088,nan,0.00001778,layer_5,0.2,3.1999,train
179,9.094671,nan,0.00001788,layer_5,0.2,3.1999,train
180,8.806639,nan,0.00001798,layer_5,0.2,3.1999,train
181,8.710310,nan,0.00001808,layer_6,0.2,3.1999,train
182,8.694057,nan,0.00001818,layer_6,0.2,3.1999,train
183,8.654047,nan,0.00001828,layer_6,0.2,3.1999,train
184,8.635006,nan,0.00001838,layer_6,0.2,3.1999,train
185,8.782604,nan,0.00001848,layer_6,0.2,3.1999,train
186,8.761448,nan,0.00001858,layer_6,0.2,3.1999,train
187,8.437384,nan,0.00001868,layer_6,0.2,3.1999,train
188,8.855757,nan,0.00001878,layer_6,0.2,3.1999,train
189,8.428495,nan,0.00001888,layer_6,0.2,3.1999,train
190,8.823164,nan,0.00001898,layer_6,0.2,3.1999,train
191,8.314613,nan,0.00001908,layer_7,0.2,3.1999,train
192,8.312050,nan,0.00001918,layer_7,0.2,3.1999,train
193,8.309048,nan,0.00001928,layer_7,0.2,3.1999,train
194,8.300400,nan,0.00001938,layer_7,0.2,3.1999,train
195,8.536276,nan,0.00001948,layer_7,0.2,3.1999,train
196,8.667509,nan,0.00001958,layer_7,0.2,3.1999,train
197,8.383234,nan,0.00001968,layer_7,0.2,3.1999,train
198,8.448137,nan,0.00001978,layer_7,0.2,3.1999,train
199,8.152035,nan,0.00001988,layer_7,0.2,3.1999,train
200,8.722889,nan,0.00001998,layer_7,0.2,3.1999,train
201,8.328548,nan,0.00002008,layer_8,0.2,3.1999,train
202,8.343990,nan,0.00002018,layer_8,0.2,3.1999,train
203,8.232950,nan,0.00002028,layer_8,0.2,3.1999,train
204,8.399284,nan,0.00002038,layer_8,0.2,3.1999,train
205,8.630404,nan,0.00002048,layer_8,0.2,3.1999,train
206,8.337650,nan,0.00002058,layer_8,0.2,3.1999,train
207,8.540562,nan,0.00002068,layer_8,0.2,3.1999,train
208,8.348955,nan,0.00002078,layer_8,0.2,3.1999,train
209,8.358057,nan,0.00002088,layer_8,0.2,3.1999,train
210,8.346548,nan,0.00002098,layer_8,0.2,3.1999,train
211,8.187145,nan,0.00002108,layer_9,0.2,3.1999,train
212,8.558575,nan,0.00002118,layer_9,0.2,3.1999,train
213,8.239231,nan,0.00002128,layer_9,0.2,3.1999,train
214,8.399313,nan,0.00002138,layer_9,0.2,3.1999,train
215,8.152292,nan,0.00002148,layer_9,0.2,3.1999,train
216,8.346972,nan,0.00002158,layer_9,0.2,3.1999,train
217,8.373142,nan,0.00002168,layer_9,0.2,3.1999,train
218,8.518295,nan,0.00002178,layer_9,0.2,3.1999,train
219,7.979244,nan,0.00002188,layer_9,0.2,3.1999,train
220,8.236568,nan,0.00002198,layer_9,0.2,3.1999,train
221,8.454357,nan,0.00002208,layer_10,0.2,3.1999,train
222,7.925394,nan,0.00002218,layer_10,0.2,3.1999,train
223,8.470560,nan,0.00002228,layer_10,0.2,3.1999,train
224,7.653133,nan,0.00002238,layer_10,0.2,3.1999,train
225,8.201717,nan,0.00002248,layer_10,0.2,3.1999,train
226,8.099451,nan,0.00002258,layer_10,0.2,3.1999,train
227,8.198072,nan,0.00002268,layer_10,0.2,3.1999,train
228,8.039362,nan,0.00002278,layer_10,0.2,3.1999,train
229,8.003176,nan,0.00002288,layer_10,0.2,3.1999,train
230,8.040604,nan,0.00002298,layer_10,0.2,3.1999,train
231,8.267647,nan,0.00002308,layer_11,0.2,3.2007,train
232,8.398256,nan,0.00002318,layer_11,0.2,3.2007,train
233,8.122484,nan,0.00002328,layer_11,0.2,3.2007,train
234,8.221014,nan,0.00002338,layer_11,0.2,3.2007,train
235,8.258377,nan,0.00002348,layer_11,0.2,3.2007,train
236,8.107456,nan,0.00002358,layer_11,0.2,3.2007,train
237,7.942560,nan,0.00002368,layer_11,0.2,3.2007,train
238,8.245136,nan,0.00002378,layer_11,0.2,3.2007,train
239,8.572731,nan,0.00002388,layer_11,0.2,3.2007,train
240,8.064100,nan,0.00002398,layer_11,0.2,3.2007,train
241,8.274529,nan,0.00002408,layer_0,0.2,3.2007,train
242,8.277666,nan,0.00002418,layer_0,0.2,3.2007,train
243,7.960100,nan,0.00002428,layer_0,0.2,3.2007,train
244,8.238913,nan,0.00002438,layer_0,0.2,3.2007,train
245,7.798672,nan,0.00002448,layer_0,0.2,3.2007,train
246,7.872049,nan,0.00002458,layer_0,0.2,3.2007,train
247,7.688540,nan,0.00002468,layer_0,0.2,3.2007,train
248,7.887217,nan,0.00002478,layer_0,0.2,3.2007,train
249,7.808340,nan,0.00002488,layer_0,0.2,3.2007,train
250,7.671085,nan,0.00002498,layer_0,0.2,3.2007,train
251,7.904475,nan,0.00002507,layer_1,0.2,3.2007,train
252,7.831753,nan,0.00002517,layer_1,0.2,3.2007,train
253,7.949458,nan,0.00002527,layer_1,0.2,3.2007,train
254,7.388141,nan,0.00002537,layer_1,0.2,3.2007,train
255,7.863402,nan,0.00002547,layer_1,0.2,3.2007,train
256,8.273683,nan,0.00002557,layer_1,0.2,3.2007,train
257,7.427197,nan,0.00002567,layer_1,0.2,3.2007,train
258,8.129811,nan,0.00002577,layer_1,0.2,3.2007,train
259,7.394664,nan,0.00002587,layer_1,0.2,3.2007,train
260,7.731261,nan,0.00002597,layer_1,0.2,3.2007,train
261,7.558909,nan,0.00002607,layer_2,0.2,3.2007,train
262,7.675153,nan,0.00002617,layer_2,0.2,3.2007,train
263,7.573623,nan,0.00002627,layer_2,0.2,3.2007,train
264,7.653593,nan,0.00002637,layer_2,0.2,3.2007,train
265,7.709202,nan,0.00002647,layer_2,0.2,3.2007,train
266,7.940444,nan,0.00002657,layer_2,0.2,3.2007,train
267,7.773751,nan,0.00002667,layer_2,0.2,3.2007,train
268,7.439034,nan,0.00002677,layer_2,0.2,3.2007,train
269,7.454110,nan,0.00002687,layer_2,0.2,3.2007,train
270,7.884546,nan,0.00002697,layer_2,0.2,3.2007,train
271,7.668114,nan,0.00002707,layer_3,0.2,3.2007,train
272,7.844033,nan,0.00002717,layer_3,0.2,3.2007,train
273,7.448234,nan,0.00002727,layer_3,0.2,3.2007,train
274,7.674529,nan,0.00002737,layer_3,0.2,3.2007,train
275,7.711468,nan,0.00002747,layer_3,0.2,3.2007,train
276,7.703465,nan,0.00002757,layer_3,0.2,3.2007,train
277,7.730467,nan,0.00002767,layer_3,0.2,3.2007,train
278,7.635686,nan,0.00002777,layer_3,0.2,3.2007,train
279,7.789393,nan,0.00002787,layer_3,0.2,3.2007,train
280,7.742839,nan,0.00002797,layer_3,0.2,3.2007,train
281,7.656737,nan,0.00002807,layer_4,0.2,3.2007,train
282,7.635660,nan,0.00002817,layer_4,0.2,3.2007,train
283,7.904677,nan,0.00002827,layer_4,0.2,3.2007,train
284,7.552972,nan,0.00002837,layer_4,0.2,3.2007,train
285,9.302011,nan,0.00002847,layer_4,0.2,3.2007,train
286,7.584951,nan,0.00002857,layer_4,0.2,3.2007,train
287,7.987835,nan,0.00002867,layer_4,0.2,3.2007,train
288,7.415843,nan,0.00002877,layer_4,0.2,3.2007,train
289,7.776812,nan,0.00002887,layer_4,0.2,3.2007,train
290,7.573503,nan,0.00002897,layer_4,0.2,3.2007,train
291,7.284486,nan,0.00002907,layer_5,0.2,3.2007,train
292,7.890617,nan,0.00002917,layer_5,0.2,3.2007,train
293,7.445529,nan,0.00002927,layer_5,0.2,3.2007,train
294,7.409521,nan,0.00002937,layer_5,0.2,3.2007,train
295,7.490621,nan,0.00002947,layer_5,0.2,3.2007,train
296,7.172969,nan,0.00002957,layer_5,0.2,3.2007,train
297,7.606813,nan,0.00002967,layer_5,0.2,3.2007,train
298,7.775468,nan,0.00002977,layer_5,0.2,3.2007,train
299,7.619505,nan,0.00002987,layer_5,0.2,3.2007,train
300,7.512841,nan,0.00002997,layer_5,0.2,3.2007,train
301,7.845106,nan,0.00003007,layer_6,0.2,3.2007,train
302,7.389304,nan,0.00003017,layer_6,0.2,3.2007,train
303,7.954479,nan,0.00003027,layer_6,0.2,3.2007,train
304,7.372711,nan,0.00003037,layer_6,0.2,3.2007,train
305,7.492186,nan,0.00003047,layer_6,0.2,3.2007,train
306,7.655347,nan,0.00003057,layer_6,0.2,3.2007,train
307,7.411825,nan,0.00003067,layer_6,0.2,3.2007,train
308,8.137824,nan,0.00003077,layer_6,0.2,3.2007,train
309,7.444077,nan,0.00003087,layer_6,0.2,3.2007,train
310,7.440649,nan,0.00003097,layer_6,0.2,3.2007,train
311,7.985430,nan,0.00003107,layer_7,0.2,3.2007,train
312,7.179940,nan,0.00003117,layer_7,0.2,3.2007,train
313,7.384810,nan,0.00003127,layer_7,0.2,3.2007,train
314,8.209789,nan,0.00003137,layer_7,0.2,3.2007,train
315,8.059937,nan,0.00003147,layer_7,0.2,3.2007,train
316,7.471257,nan,0.00003157,layer_7,0.2,3.2007,train
317,7.708259,nan,0.00003167,layer_7,0.2,3.2007,train
318,7.605495,nan,0.00003177,layer_7,0.2,3.2007,train
319,8.494964,nan,0.00003187,layer_7,0.2,3.2007,train
320,7.410843,nan,0.00003197,layer_7,0.2,3.2007,train
321,8.350653,nan,0.00003207,layer_8,0.2,3.2007,train
322,8.077231,nan,0.00003217,layer_8,0.2,3.2007,train
323,7.485224,nan,0.00003227,layer_8,0.2,3.2007,train
324,7.055993,nan,0.00003237,layer_8,0.2,3.2007,train
325,7.504863,nan,0.00003247,layer_8,0.2,3.2007,train
326,7.802505,nan,0.00003257,layer_8,0.2,3.2007,train
327,7.399982,nan,0.00003267,layer_8,0.2,3.2007,train
328,7.640512,nan,0.00003277,layer_8,0.2,3.2007,train
329,6.750671,nan,0.00003287,layer_8,0.2,3.2007,train
330,8.301995,nan,0.00003297,layer_8,0.2,3.2007,train
331,7.773623,nan,0.00003307,layer_9,0.2,3.2007,train
332,7.897607,nan,0.00003317,layer_9,0.2,3.2007,train
333,7.865017,nan,0.00003327,layer_9,0.2,3.2007,train
334,6.238109,nan,0.00003337,layer_9,0.2,3.2007,train
335,6.707426,nan,0.00003347,layer_9,0.2,3.2007,train
336,7.246062,nan,0.00003357,layer_9,0.2,3.2007,train
337,7.087460,nan,0.00003367,layer_9,0.2,3.2007,train
338,7.663451,nan,0.00003377,layer_9,0.2,3.2007,train
339,6.972606,nan,0.00003387,layer_9,0.2,3.2007,train
340,7.850547,nan,0.00003397,layer_9,0.2,3.2007,train
341,7.022753,nan,0.00003407,layer_10,0.2,3.2011,train
342,7.318841,nan,0.00003417,layer_10,0.2,3.2011,train
343,7.031945,nan,0.00003427,layer_10,0.2,3.2011,train
344,7.294713,nan,0.00003437,layer_10,0.2,3.2011,train
345,6.828699,nan,0.00003447,layer_10,0.2,3.2011,train
346,7.094007,nan,0.00003457,layer_10,0.2,3.2011,train
347,7.029203,nan,0.00003467,layer_10,0.2,3.2011,train
348,8.116920,nan,0.00003477,layer_10,0.2,3.2011,train
349,7.377494,nan,0.00003487,layer_10,0.2,3.2011,train
350,7.664272,nan,0.00003497,layer_10,0.2,3.2011,train
351,7.681636,nan,0.00003506,layer_11,0.2,3.2011,train
352,7.444382,nan,0.00003516,layer_11,0.2,3.2011,train
353,6.909941,nan,0.00003526,layer_11,0.2,3.2011,train
354,7.359471,nan,0.00003536,layer_11,0.2,3.2011,train
355,7.923854,nan,0.00003546,layer_11,0.2,3.2011,train
356,7.335945,nan,0.00003556,layer_11,0.2,3.2011,train
357,7.318743,nan,0.00003566,layer_11,0.2,3.2011,train
358,7.698709,nan,0.00003576,layer_11,0.2,3.2011,train
359,7.479644,nan,0.00003586,layer_11,0.2,3.2011,train
360,7.552639,nan,0.00003596,layer_11,0.2,3.2011,train
361,7.570183,nan,0.00003606,layer_0,0.2,3.2011,train
362,6.723514,nan,0.00003616,layer_0,0.2,3.2011,train
363,6.951529,nan,0.00003626,layer_0,0.2,3.2011,train
364,7.425058,nan,0.00003636,layer_0,0.2,3.2011,train
365,7.468650,nan,0.00003646,layer_0,0.2,3.2011,train
366,7.495084,nan,0.00003656,layer_0,0.2,3.2011,train
367,7.767817,nan,0.00003666,layer_0,0.2,3.2011,train
368,7.012760,nan,0.00003676,layer_0,0.2,3.2011,train
369,7.250774,nan,0.00003686,layer_0,0.2,3.2011,train
370,7.538488,nan,0.00003696,layer_0,0.2,3.2011,train
371,8.005919,nan,0.00003706,layer_1,0.2,3.2011,train
372,7.901721,nan,0.00003716,layer_1,0.2,3.2011,train
373,8.056143,nan,0.00003726,layer_1,0.2,3.2011,train
374,7.732615,nan,0.00003736,layer_1,0.2,3.2011,train
375,7.084128,nan,0.00003746,layer_1,0.2,3.2011,train
376,7.313826,nan,0.00003756,layer_1,0.2,3.2011,train
377,7.792396,nan,0.00003766,layer_1,0.2,3.2011,train
378,7.517740,nan,0.00003776,layer_1,0.2,3.2011,train
379,7.050049,nan,0.00003786,layer_1,0.2,3.2011,train
380,7.281668,nan,0.00003796,layer_1,0.2,3.2011,train
381,7.271357,nan,0.00003806,layer_2,0.2,3.2011,train
382,7.707530,nan,0.00003816,layer_2,0.2,3.2011,train
383,7.801862,nan,0.00003826,layer_2,0.2,3.2011,train
384,6.744121,nan,0.00003836,layer_2,0.2,3.2011,train
385,7.276793,nan,0.00003846,layer_2,0.2,3.2011,train
386,8.062160,nan,0.00003856,layer_2,0.2,3.2011,train
387,6.775752,nan,0.00003866,layer_2,0.2,3.2011,train
388,7.379895,nan,0.00003876,layer_2,0.2,3.2011,train
389,8.552024,nan,0.00003886,layer_2,0.2,3.2011,train
390,7.197189,nan,0.00003896,layer_2,0.2,3.2011,train
391,7.207987,nan,0.00003906,layer_3,0.2,3.2018,train
392,7.150902,nan,0.00003916,layer_3,0.2,3.2018,train
393,6.844818,nan,0.00003926,layer_3,0.2,3.2018,train
394,7.364730,nan,0.00003936,layer_3,0.2,3.2018,train
395,7.725999,nan,0.00003946,layer_3,0.2,3.2018,train
396,7.272101,nan,0.00003956,layer_3,0.2,3.2018,train
397,7.357833,nan,0.00003966,layer_3,0.2,3.2018,train
398,6.930841,nan,0.00003976,layer_3,0.2,3.2018,train
399,7.466545,nan,0.00003986,layer_3,0.2,3.2018,train
400,6.825090,nan,0.00003996,layer_3,0.2,3.2018,train
401,8.101746,nan,0.00004006,layer_4,0.2,3.2018,train
402,7.638464,nan,0.00004016,layer_4,0.2,3.2018,train
403,7.393077,nan,0.00004026,layer_4,0.2,3.2018,train
404,6.706964,nan,0.00004036,layer_4,0.2,3.2018,train
405,7.254576,nan,0.00004046,layer_4,0.2,3.2018,train
406,7.463467,nan,0.00004056,layer_4,0.2,3.2018,train
407,7.185123,nan,0.00004066,layer_4,0.2,3.2018,train
408,7.089591,nan,0.00004076,layer_4,0.2,3.2018,train
409,7.636586,nan,0.00004086,layer_4,0.2,3.2018,train
410,7.790398,nan,0.00004096,layer_4,0.2,3.2018,train
411,7.340790,nan,0.00004106,layer_5,0.2,3.2018,train
412,7.149121,nan,0.00004116,layer_5,0.2,3.2018,train
413,7.215100,nan,0.00004126,layer_5,0.2,3.2018,train
414,7.706707,nan,0.00004136,layer_5,0.2,3.2018,train
415,7.072243,nan,0.00004146,layer_5,0.2,3.2018,train
416,7.119733,nan,0.00004156,layer_5,0.2,3.2018,train
417,6.933823,nan,0.00004166,layer_5,0.2,3.2018,train
418,7.384831,nan,0.00004176,layer_5,0.2,3.2018,train
419,6.183260,nan,0.00004186,layer_5,0.2,3.2018,train
420,7.097011,nan,0.00004196,layer_5,0.2,3.2018,train
421,7.612756,nan,0.00004206,layer_6,0.2,3.2018,train
422,6.778138,nan,0.00004216,layer_6,0.2,3.2018,train
423,6.930672,nan,0.00004226,layer_6,0.2,3.2018,train
424,7.201704,nan,0.00004236,layer_6,0.2,3.2018,train
425,7.221617,nan,0.00004246,layer_6,0.2,3.2018,train
426,7.763382,nan,0.00004256,layer_6,0.2,3.2018,train
427,7.814559,nan,0.00004266,layer_6,0.2,3.2018,train
428,7.786942,nan,0.00004276,layer_6,0.2,3.2018,train
429,7.767371,nan,0.00004286,layer_6,0.2,3.2018,train
430,7.445477,nan,0.00004296,layer_6,0.2,3.2018,train
431,6.828764,nan,0.00004306,layer_7,0.2,3.2018,train
432,7.125727,nan,0.00004316,layer_7,0.2,3.2018,train
433,7.510798,nan,0.00004326,layer_7,0.2,3.2018,train
434,7.500063,nan,0.00004336,layer_7,0.2,3.2018,train
435,7.383557,nan,0.00004346,layer_7,0.2,3.2018,train
