step,train_loss,val_loss,lr,layer,wall_time,peak_vram_gb,phase
1534,6.649233,nan,0.00009999,layer_9,0.2,3.2039,train
1535,5.447980,nan,0.00009999,layer_9,0.2,3.2039,train
1536,6.563386,nan,0.00009999,layer_9,0.2,3.2039,train
1537,6.285669,nan,0.00009999,layer_9,0.2,3.2039,train
1538,6.066367,nan,0.00009999,layer_9,0.2,3.2039,train
1539,5.686447,nan,0.00009999,layer_9,0.2,3.2039,train
1540,5.834000,nan,0.00009999,layer_9,0.2,3.2039,train
1541,6.386461,nan,0.00009999,layer_10,0.2,3.2039,train
1542,6.202855,nan,0.00009999,layer_10,0.2,3.2039,train
1543,6.810742,nan,0.00009999,layer_10,0.2,3.2039,train
1544,6.201808,nan,0.00009999,layer_10,0.2,3.2039,train
1545,6.581396,nan,0.00009999,layer_10,0.2,3.2039,train
1546,6.396972,nan,0.00009999,layer_10,0.2,3.2039,train
1547,5.733279,nan,0.00009999,layer_10,0.2,3.2039,train
1548,5.727093,nan,0.00009999,layer_10,0.2,3.2039,train
1549,5.049193,nan,0.00009999,layer_10,0.2,3.2039,train
1550,5.677787,nan,0.00009999,layer_10,0.2,3.2039,train
1551,6.282135,nan,0.00009999,layer_11,0.2,3.2039,train
1552,6.776143,nan,0.00009999,layer_11,0.2,3.2039,train
1553,4.440593,nan,0.00009999,layer_11,0.2,3.2039,train
1554,6.131835,nan,0.00009999,layer_11,0.2,3.2039,train
1555,6.241168,nan,0.00009999,layer_11,0.2,3.2039,train
1556,6.322208,nan,0.00009999,layer_11,0.2,3.2039,train
1557,6.085963,nan,0.00009999,layer_11,0.2,3.2039,train
1558,5.389627,nan,0.00009999,layer_11,0.2,3.2039,train
1559,6.342118,nan,0.00009999,layer_11,0.2,3.2039,train
1560,6.531119,nan,0.00009999,layer_11,0.2,3.2039,train
1561,6.520788,nan,0.00009999,layer_0,0.2,3.2039,train
1562,5.602938,nan,0.00009999,layer_0,0.2,3.2039,train
1563,6.213686,nan,0.00009999,layer_0,0.2,3.2039,train
1564,6.071368,nan,0.00009999,layer_0,0.2,3.2039,train
1565,5.800425,nan,0.00009999,layer_0,0.2,3.2039,train
1566,6.627942,nan,0.00009999,layer_0,0.2,3.2039,train
1567,6.523009,nan,0.00009999,layer_0,0.2,3.2039,train
1568,5.386119,nan,0.00009999,layer_0,0.2,3.2039,train
1569,6.030490,nan,0.00009999,layer_0,0.2,3.2039,train
1570,6.153698,nan,0.00009999,layer_0,0.2,3.2039,train
1571,6.265712,nan,0.00009999,layer_1,0.2,3.2039,train
1572,6.733653,nan,0.00009999,layer_1,0.2,3.2039,train
1573,6.119464,nan,0.00009999,layer_1,0.2,3.2039,train
1574,6.403517,nan,0.00009999,layer_1,0.2,3.2039,train
1575,5.717359,nan,0.00009999,layer_1,0.2,3.2039,train
1576,6.567379,nan,0.00009999,layer_1,0.2,3.2039,train
1577,7.132022,nan,0.00009999,layer_1,0.2,3.2039,train
1578,6.160930,nan,0.00009999,layer_1,0.2,3.2039,train
1579,5.799214,nan,0.00009999,layer_1,0.2,3.2039,train
1580,6.328090,nan,0.00009999,layer_1,0.2,3.2039,train
1581,5.918089,nan,0.00009999,layer_2,0.2,3.2039,train
1582,6.006276,nan,0.00009999,layer_2,0.2,3.2039,train
1583,5.959686,nan,0.00009999,layer_2,0.2,3.2039,train
1584,6.350075,nan,0.00009999,layer_2,0.2,3.2039,train
1585,5.880342,nan,0.00009999,layer_2,0.2,3.2039,train
1586,5.414376,nan,0.00009999,layer_2,0.2,3.2039,train
1587,6.359385,nan,0.00009999,layer_2,0.2,3.2039,train
1588,6.190349,nan,0.00009999,layer_2,0.2,3.2039,train
1589,5.582671,nan,0.00009999,layer_2,0.2,3.2039,train
1590,5.846387,nan,0.00009999,layer_2,0.2,3.2039,train
1591,6.258307,nan,0.00009999,layer_3,0.2,3.2039,train
1592,5.958998,nan,0.00009999,layer_3,0.2,3.2039,train
1593,7.059406,nan,0.00009999,layer_3,0.2,3.2039,train
1594,6.065813,nan,0.00009999,layer_3,0.2,3.2039,train
1595,6.159669,nan,0.00009999,layer_3,0.2,3.2039,train
1596,6.743681,nan,0.00009999,layer_3,0.2,3.2039,train
1597,6.115794,nan,0.00009999,layer_3,0.2,3.2039,train
1598,6.062246,nan,0.00009999,layer_3,0.2,3.2039,train
1599,6.434420,nan,0.00009999,layer_3,0.2,3.2039,train
1600,5.845968,nan,0.00009999,layer_3,0.2,3.2039,train
1601,6.047618,nan,0.00009999,layer_4,0.2,3.2039,train
1602,6.359456,nan,0.00009999,layer_4,0.2,3.2039,train
1603,5.994629,nan,0.00009999,layer_4,0.2,3.2039,train
1604,5.693136,nan,0.00009999,layer_4,0.2,3.2039,train
1605,6.239928,nan,0.00009999,layer_4,0.2,3.2039,train
1606,5.949021,nan,0.00009999,layer_4,0.2,3.2039,train
1607,6.768582,nan,0.00009999,layer_4,0.2,3.2039,train
1608,6.250540,nan,0.00009999,layer_4,0.2,3.2039,train
1609,5.804224,nan,0.00009999,layer_4,0.2,3.2039,train
1610,6.457785,nan,0.00009999,layer_4,0.2,3.2039,train
1611,6.322185,nan,0.00009999,layer_5,0.2,3.2039,train
1612,6.699189,nan,0.00009999,layer_5,0.2,3.2039,train
1613,6.333703,nan,0.00009999,layer_5,0.2,3.2039,train
1614,5.812182,nan,0.00009999,layer_5,0.2,3.2039,train
1615,6.666627,nan,0.00009999,layer_5,0.2,3.2039,train
1616,6.045294,nan,0.00009999,layer_5,0.2,3.2039,train
1617,6.012581,nan,0.00009999,layer_5,0.2,3.2039,train
1618,6.634735,nan,0.00009999,layer_5,0.2,3.2039,train
1619,6.722516,nan,0.00009999,layer_5,0.2,3.2039,train
1620,5.951801,nan,0.00009999,layer_5,0.2,3.2039,train
1621,6.459132,nan,0.00009999,layer_6,0.2,3.2039,train
1622,6.080886,nan,0.00009999,layer_6,0.2,3.2039,train
1623,6.455105,nan,0.00009999,layer_6,0.2,3.2039,train
1624,6.426530,nan,0.00009999,layer_6,0.2,3.2039,train
1625,5.839113,nan,0.00009999,layer_6,0.2,3.2039,train
1626,6.285677,nan,0.00009999,layer_6,0.2,3.2039,train
1627,6.499617,nan,0.00009999,layer_6,0.2,3.2039,train
1628,5.519586,nan,0.00009999,layer_6,0.2,3.2039,train
1629,6.101583,nan,0.00009999,layer_6,0.2,3.2039,train
1630,6.129661,nan,0.00009999,layer_6,0.2,3.2039,train
1631,6.038531,nan,0.00009999,layer_7,0.2,3.2039,train
1632,6.251784,nan,0.00009999,layer_7,0.2,3.2039,train
1633,6.112517,nan,0.00009999,layer_7,0.2,3.2039,train
1634,6.792418,nan,0.00009999,layer_7,0.2,3.2039,train
1635,5.903854,nan,0.00009999,layer_7,0.2,3.2039,train
1636,6.027863,nan,0.00009999,layer_7,0.2,3.2039,train
1637,5.339347,nan,0.00009999,layer_7,0.2,3.2039,train
1638,6.956914,nan,0.00009999,layer_7,0.2,3.2039,train
1639,5.909077,nan,0.00009999,layer_7,0.2,3.2039,train
1640,6.487681,nan,0.00009999,layer_7,0.2,3.2039,train
1641,6.243091,nan,0.00009999,layer_8,0.2,3.2039,train
1642,6.157635,nan,0.00009999,layer_8,0.2,3.2039,train
1643,6.563785,nan,0.00009999,layer_8,0.2,3.2039,train
1644,6.919264,nan,0.00009999,layer_8,0.2,3.2039,train
1645,6.671679,nan,0.00009999,layer_8,0.2,3.2039,train
1646,6.266567,nan,0.00009999,layer_8,0.2,3.2039,train
1647,6.252468,nan,0.00009999,layer_8,0.2,3.2039,train
1648,6.443627,nan,0.00009999,layer_8,0.2,3.2039,train
1649,6.006509,nan,0.00009999,layer_8,0.2,3.2039,train
1650,6.238716,nan,0.00009999,layer_8,0.2,3.2039,train
1651,5.812930,nan,0.00009999,layer_9,0.2,3.2039,train
1652,6.554784,nan,0.00009999,layer_9,0.2,3.2039,train
1653,5.956964,nan,0.00009999,layer_9,0.2,3.2039,train
1654,5.993513,nan,0.00009999,layer_9,0.2,3.2039,train
1655,5.866691,nan,0.00009999,layer_9,0.2,3.2039,train
1656,5.772237,nan,0.00009999,layer_9,0.2,3.2039,train
1657,6.017704,nan,0.00009999,layer_9,0.2,3.2039,train
1658,6.019567,nan,0.00009999,layer_9,0.2,3.2039,train
1659,6.407834,nan,0.00009999,layer_9,0.2,3.2039,train
1660,6.395350,nan,0.00009999,layer_9,0.2,3.2039,train
1661,6.552309,nan,0.00009999,layer_10,0.2,3.2039,train
1662,6.128157,nan,0.00009999,layer_10,0.2,3.2039,train
1663,5.732544,nan,0.00009999,layer_10,0.2,3.2039,train
1664,5.425416,nan,0.00009999,layer_10,0.2,3.2039,train
1665,5.709789,nan,0.00009999,layer_10,0.2,3.2039,train
1666,6.502155,nan,0.00009999,layer_10,0.2,3.2039,train
1667,5.263513,nan,0.00009999,layer_10,0.2,3.2039,train
1668,6.031811,nan,0.00009999,layer_10,0.2,3.2039,train
1669,6.096597,nan,0.00009999,layer_10,0.2,3.2039,train
1670,6.361534,nan,0.00009999,layer_10,0.2,3.2039,train
1671,6.183160,nan,0.00009999,layer_11,0.2,3.2039,train
1672,6.040721,nan,0.00009999,layer_11,0.2,3.2039,train
1673,5.869980,nan,0.00009999,layer_11,0.2,3.2039,train
1674,5.502476,nan,0.00009999,layer_11,0.2,3.2039,train
1675,6.633400,nan,0.00009999,layer_11,0.2,3.2039,train
1676,6.631540,nan,0.00009999,layer_11,0.2,3.2039,train
1677,6.504507,nan,0.00009999,layer_11,0.2,3.2039,train
1678,5.799287,nan,0.00009999,layer_11,0.2,3.2039,train
1679,5.946564,nan,0.00009999,layer_11,0.2,3.2039,train
1680,5.671612,nan,0.00009999,layer_11,0.2,3.2039,train
1681,5.723113,nan,0.00009999,layer_0,0.2,3.2039,train
1682,6.057962,nan,0.00009999,layer_0,0.2,3.2039,train
1683,6.173152,nan,0.00009999,layer_0,0.2,3.2039,train
1684,6.531113,nan,0.00009999,layer_0,0.2,3.2039,train
1685,5.776023,nan,0.00009999,layer_0,0.2,3.2039,train
1686,6.225760,nan,0.00009999,layer_0,0.2,3.2039,train
1687,6.277506,nan,0.00009999,layer_0,0.2,3.2039,train
1688,5.624146,nan,0.00009999,layer_0,0.2,3.2039,train
1689,5.808999,nan,0.00009999,layer_0,0.2,3.2039,train
1690,6.584467,nan,0.00009999,layer_0,0.2,3.2039,train
1691,6.085762,nan,0.00009999,layer_1,0.2,3.2039,train
1692,6.583365,nan,0.00009999,layer_1,0.2,3.2039,train
1693,5.861008,nan,0.00009999,layer_1,0.2,3.2039,train
1694,5.495972,nan,0.00009999,layer_1,0.2,3.2039,train
1695,5.984898,nan,0.00009999,layer_1,0.2,3.2039,train
1696,6.045609,nan,0.00009999,layer_1,0.2,3.2039,train
1697,6.173370,nan,0.00009999,layer_1,0.2,3.2039,train
1698,7.172585,nan,0.00009999,layer_1,0.2,3.2039,train
1699,5.984884,nan,0.00009999,layer_1,0.2,3.2039,train
1700,6.103153,nan,0.00009999,layer_1,0.2,3.2039,train
1701,5.451559,nan,0.00009999,layer_2,0.2,3.2039,train
1702,6.223062,nan,0.00009999,layer_2,0.2,3.2039,train
1703,5.261670,nan,0.00009999,layer_2,0.2,3.2039,train
1704,5.877897,nan,0.00009999,layer_2,0.2,3.2039,train
1705,6.372242,nan,0.00009999,layer_2,0.2,3.2039,train
1706,6.780407,nan,0.00009999,layer_2,0.2,3.2039,train
1707,6.214392,nan,0.00009999,layer_2,0.2,3.2039,train
1708,6.202760,nan,0.00009999,layer_2,0.2,3.2039,train
1709,5.872560,nan,0.00009999,layer_2,0.2,3.2039,train
1710,6.411539,nan,0.00009999,layer_2,0.2,3.2039,train
1711,6.515003,nan,0.00009999,layer_3,0.2,3.2039,train
1712,5.549211,nan,0.00009999,layer_3,0.2,3.2039,train
1713,5.884534,nan,0.00009999,layer_3,0.2,3.2039,train
1714,6.252951,nan,0.00009999,layer_3,0.2,3.2039,train
1715,5.635675,nan,0.00009999,layer_3,0.2,3.2039,train
1716,6.102458,nan,0.00009999,layer_3,0.2,3.2039,train
1717,5.478977,nan,0.00009999,layer_3,0.2,3.2039,train
1718,4.660661,nan,0.00009999,layer_3,0.2,3.2039,train
1719,5.860308,nan,0.00009999,layer_3,0.2,3.2039,train
1720,6.213278,nan,0.00009999,layer_3,0.2,3.2039,train
1721,6.253737,nan,0.00009999,layer_4,0.2,3.2039,train
1722,6.405237,nan,0.00009999,layer_4,0.2,3.2039,train
1723,5.852410,nan,0.00009999,layer_4,0.2,3.2039,train
1724,6.822842,nan,0.00009999,layer_4,0.2,3.2039,train
1725,5.624956,nan,0.00009999,layer_4,0.2,3.2039,train
1726,5.800550,nan,0.00009999,layer_4,0.2,3.2039,train
1727,5.989252,nan,0.00009999,layer_4,0.2,3.2039,train
1728,5.977294,nan,0.00009999,layer_4,0.2,3.2039,train
1729,5.777107,nan,0.00009999,layer_4,0.2,3.2039,train
1730,5.367499,nan,0.00009999,layer_4,0.2,3.2039,train
1731,5.797242,nan,0.00009999,layer_5,0.2,3.2039,train
1732,6.087135,nan,0.00009999,layer_5,0.2,3.2039,train
1733,5.044775,nan,0.00009999,layer_5,0.2,3.2039,train
1734,5.815464,nan,0.00009999,layer_5,0.2,3.2039,train
1735,5.901937,nan,0.00009999,layer_5,0.2,3.2039,train
1736,6.254885,nan,0.00009999,layer_5,0.2,3.2039,train
1737,7.170540,nan,0.00009999,layer_5,0.2,3.2039,train
1738,5.521487,nan,0.00009999,layer_5,0.2,3.2039,train
1739,6.060889,nan,0.00009999,layer_5,0.2,3.2039,train
1740,5.813345,nan,0.00009999,layer_5,0.2,3.2039,train
1741,5.922126,nan,0.00009999,layer_6,0.2,3.2039,train
1742,6.190491,nan,0.00009999,layer_6,0.2,3.2039,train
1743,6.324458,nan,0.00009999,layer_6,0.2,3.2039,train
1744,6.110908,nan,0.00009999,layer_6,0.2,3.2039,train
1745,6.027955,nan,0.00009999,layer_6,0.2,3.2039,train
1746,6.107146,nan,0.00009998,layer_6,0.2,3.2039,train
1747,5.801598,nan,0.00009998,layer_6,0.2,3.2039,train
1748,6.011329,nan,0.00009998,layer_6,0.2,3.2039,train
1749,6.533373,nan,0.00009998,layer_6,0.2,3.2039,train
1750,6.090556,nan,0.00009998,layer_6,0.2,3.2039,train
1751,5.654476,nan,0.00009998,layer_7,0.2,3.2039,train
1752,6.376514,nan,0.00009998,layer_7,0.2,3.2039,train
1753,6.328654,nan,0.00009998,layer_7,0.2,3.2039,train
1754,5.976177,nan,0.00009998,layer_7,0.2,3.2039,train
1755,7.955088,nan,0.00009998,layer_7,0.2,3.2039,train
1756,6.607373,nan,0.00009998,layer_7,0.2,3.2039,train
1757,5.951882,nan,0.00009998,layer_7,0.2,3.2039,train
1758,6.430723,nan,0.00009998,layer_7,0.2,3.2039,train
1759,6.251935,nan,0.00009998,layer_7,0.2,3.2039,train
1760,6.269369,nan,0.00009998,layer_7,0.2,3.2039,train
1761,5.710754,nan,0.00009998,layer_8,0.2,3.2039,train
1762,6.331532,nan,0.00009998,layer_8,0.2,3.2039,train
1763,6.407954,nan,0.00009998,layer_8,0.2,3.2039,train
1764,6.491010,nan,0.00009998,layer_8,0.2,3.2039,train
1765,5.688416,nan,0.00009998,layer_8,0.2,3.2039,train
1766,6.043849,nan,0.00009998,layer_8,0.2,3.2039,train
1767,5.904502,nan,0.00009998,layer_8,0.2,3.2039,train
1768,5.728651,nan,0.00009998,layer_8,0.2,3.2039,train
1769,5.545891,nan,0.00009998,layer_8,0.2,3.2039,train
1770,5.390191,nan,0.00009998,layer_8,0.2,3.2039,train
1771,6.409255,nan,0.00009998,layer_9,0.2,3.2039,train
1772,6.039155,nan,0.00009998,layer_9,0.2,3.2039,train
1773,6.374339,nan,0.00009998,layer_9,0.2,3.2039,train
1774,6.187037,nan,0.00009998,layer_9,0.2,3.2039,train
1775,5.571598,nan,0.00009998,layer_9,0.2,3.2039,train
1776,6.467396,nan,0.00009998,layer_9,0.2,3.2039,train
1777,6.211193,nan,0.00009998,layer_9,0.2,3.2039,train
1778,6.740720,nan,0.00009998,layer_9,0.2,3.2039,train
1779,5.947983,nan,0.00009998,layer_9,0.2,3.2039,train
1780,6.432896,nan,0.00009998,layer_9,0.2,3.2039,train
1781,6.059594,nan,0.00009998,layer_10,0.2,3.2039,train
1782,6.146502,nan,0.00009998,layer_10,0.2,3.2039,train
1783,5.755291,nan,0.00009998,layer_10,0.2,3.2039,train
1784,6.646505,nan,0.00009998,layer_10,0.2,3.2039,train
1785,5.854897,nan,0.00009998,layer_10,0.2,3.2039,train
1786,6.001865,nan,0.00009998,layer_10,0.2,3.2039,train
1787,5.614193,nan,0.00009998,layer_10,0.2,3.2039,train
1788,5.508100,nan,0.00009998,layer_10,0.2,3.2039,train
1789,5.480209,nan,0.00009998,layer_10,0.2,3.2039,train
1790,6.300652,nan,0.00009998,layer_10,0.2,3.2039,train
1791,6.065021,nan,0.00009998,layer_11,0.2,3.2039,train
1792,6.876167,nan,0.00009998,layer_11,0.2,3.2039,train
1793,5.909748,nan,0.00009998,layer_11,0.2,3.2039,train
1794,6.453635,nan,0.00009998,layer_11,0.2,3.2039,train
1795,5.782142,nan,0.00009998,layer_11,0.2,3.2039,train
1796,6.172232,nan,0.00009998,layer_11,0.2,3.2039,train
1797,6.326598,nan,0.00009998,layer_11,0.2,3.2039,train
1798,5.975916,nan,0.00009998,layer_11,0.2,3.2039,train
1799,5.999055,nan,0.00009998,layer_11,0.2,3.2039,train
1800,5.900309,nan,0.00009998,layer_11,0.2,3.2039,train
1801,6.235417,nan,0.00009998,layer_0,0.2,3.2039,train
1802,5.660363,nan,0.00009998,layer_0,0.2,3.2039,train
1803,6.359103,nan,0.00009998,layer_0,0.2,3.2039,train
1804,5.673981,nan,0.00009998,layer_0,0.2,3.2039,train
1805,6.404372,nan,0.00009998,layer_0,0.2,3.2039,train
1806,5.895895,nan,0.00009998,layer_0,0.2,3.2039,train
1807,5.941459,nan,0.00009998,layer_0,0.2,3.2039,train
1808,6.172897,nan,0.00009998,layer_0,0.2,3.2039,train
1809,6.013972,nan,0.00009998,layer_0,0.2,3.2039,train
1810,6.357678,nan,0.00009998,layer_0,0.2,3.2039,train
1811,6.571976,nan,0.00009998,layer_1,0.2,3.2039,train
1812,6.388530,nan,0.00009998,layer_1,0.2,3.2039,train
1813,5.886834,nan,0.00009998,layer_1,0.2,3.2039,train
1814,5.690441,nan,0.00009998,layer_1,0.2,3.2039,train
1815,6.235383,nan,0.00009998,layer_1,0.2,3.2039,train
1816,6.114256,nan,0.00009998,layer_1,0.2,3.2039,train
1817,6.510216,nan,0.00009998,layer_1,0.2,3.2039,train
1818,7.036741,nan,0.00009998,layer_1,0.2,3.2039,train
1819,6.219026,nan,0.00009998,layer_1,0.2,3.2039,train
1820,6.099184,nan,0.00009998,layer_1,0.2,3.2039,train
1821,5.781726,nan,0.00009998,layer_2,0.2,3.2039,train
1822,6.004137,nan,0.00009998,layer_2,0.2,3.2039,train
1823,5.524016,nan,0.00009998,layer_2,0.2,3.2039,train
1824,6.808239,nan,0.00009998,layer_2,0.2,3.2039,train
1825,6.491937,nan,0.00009998,layer_2,0.2,3.2039,train
1826,5.878572,nan,0.00009998,layer_2,0.2,3.2039,train
1827,6.322293,nan,0.00009998,layer_2,0.2,3.2039,train
1828,5.437611,nan,0.00009998,layer_2,0.2,3.2039,train
1829,6.253531,nan,0.00009998,layer_2,0.2,3.2039,train
1830,5.342379,nan,0.00009998,layer_2,0.2,3.2039,train
1831,5.666276,nan,0.00009998,layer_3,0.2,3.2039,train
1832,6.235911,nan,0.00009998,layer_3,0.2,3.2039,train
1833,5.925755,nan,0.00009998,layer_3,0.2,3.2039,train
1834,6.548595,nan,0.00009998,layer_3,0.2,3.2039,train
1835,6.168852,nan,0.00009998,layer_3,0.2,3.2039,train
1836,6.378417,nan,0.00009998,layer_3,0.2,3.2039,train
1837,5.459763,nan,0.00009998,layer_3,0.2,3.2039,train
1838,5.709568,nan,0.00009998,layer_3,0.2,3.2039,train
1839,6.588197,nan,0.00009998,layer_3,0.2,3.2039,train
1840,5.777926,nan,0.00009998,layer_3,0.2,3.2039,train
1841,5.540034,nan,0.00009998,layer_4,0.2,3.2039,train
1842,6.809073,nan,0.00009998,layer_4,0.2,3.2039,train
1843,6.183837,nan,0.00009998,layer_4,0.2,3.2039,train
1844,5.490870,nan,0.00009998,layer_4,0.2,3.2039,train
1845,6.133266,nan,0.00009998,layer_4,0.2,3.2039,train
1846,6.137554,nan,0.00009998,layer_4,0.2,3.2039,train
1847,6.194659,nan,0.00009998,layer_4,0.2,3.2039,train
1848,5.978812,nan,0.00009998,layer_4,0.2,3.2039,train
1849,6.683596,nan,0.00009998,layer_4,0.2,3.2039,train
1850,6.041660,nan,0.00009998,layer_4,0.2,3.2039,train
1851,5.739471,nan,0.00009998,layer_5,0.2,3.2039,train
1852,5.759928,nan,0.00009998,layer_5,0.2,3.2039,train
1853,6.314065,nan,0.00009998,layer_5,0.2,3.2039,train
1854,6.014547,nan,0.00009998,layer_5,0.2,3.2039,train
1855,6.472394,nan,0.00009998,layer_5,0.2,3.2039,train
1856,5.646109,nan,0.00009998,layer_5,0.2,3.2039,train
1857,6.575426,nan,0.00009998,layer_5,0.2,3.2039,train
1858,6.065598,nan,0.00009998,layer_5,0.2,3.2039,train
1859,5.899038,nan,0.00009998,layer_5,0.2,3.2039,train
1860,6.205511,nan,0.00009998,layer_5,0.2,3.2039,train
1861,6.019297,nan,0.00009998,layer_6,0.2,3.2039,train
1862,5.285499,nan,0.00009998,layer_6,0.2,3.2039,train
1863,6.212258,nan,0.00009998,layer_6,0.2,3.2039,train
1864,6.264269,nan,0.00009998,layer_6,0.2,3.2039,train
1865,6.335781,nan,0.00009998,layer_6,0.2,3.2039,train
1866,6.104733,nan,0.00009998,layer_6,0.2,3.2039,train
1867,5.890518,nan,0.00009998,layer_6,0.2,3.2039,train
1868,5.953131,nan,0.00009998,layer_6,0.2,3.2039,train
1869,6.061374,nan,0.00009998,layer_6,0.2,3.2039,train
1870,5.597138,nan,0.00009998,layer_6,0.2,3.2039,train
1871,6.043833,nan,0.00009998,layer_7,0.2,3.2039,train
1872,6.552512,nan,0.00009998,layer_7,0.2,3.2039,train
1873,5.974271,nan,0.00009998,layer_7,0.2,3.2039,train
1874,7.031509,nan,0.00009998,layer_7,0.2,3.2039,train
1875,6.642869,nan,0.00009998,layer_7,0.2,3.2039,train
1876,5.841712,nan,0.00009998,layer_7,0.2,3.2039,train
1877,6.139458,nan,0.00009998,layer_7,0.2,3.2039,train
1878,5.691244,nan,0.00009998,layer_7,0.2,3.2039,train
1879,6.128170,nan,0.00009998,layer_7,0.2,3.2039,train
1880,5.700047,nan,0.00009998,layer_7,0.2,3.2039,train
1881,5.823095,nan,0.00009998,layer_8,0.2,3.2039,train
1882,6.261515,nan,0.00009998,layer_8,0.2,3.2039,train
1883,7.109549,nan,0.00009998,layer_8,0.2,3.2039,train
1884,5.806365,nan,0.00009998,layer_8,0.2,3.2039,train
1885,7.556666,nan,0.00009998,layer_8,0.2,3.2039,train
1886,6.139819,nan,0.00009998,layer_8,0.2,3.2039,train
1887,6.862109,nan,0.00009998,layer_8,0.2,3.2039,train
1888,6.025443,nan,0.00009998,layer_8,0.2,3.2039,train
1889,5.919496,nan,0.00009998,layer_8,0.2,3.2039,train
1890,5.942863,nan,0.00009998,layer_8,0.2,3.2039,train
1891,6.464694,nan,0.00009998,layer_9,0.2,3.2039,train
1892,6.350052,nan,0.00009998,layer_9,0.2,3.2039,train
1893,5.805446,nan,0.00009998,layer_9,0.2,3.2039,train
1894,6.227510,nan,0.00009998,layer_9,0.2,3.2039,train
1895,5.578886,nan,0.00009998,layer_9,0.2,3.2039,train
1896,6.117888,nan,0.00009998,layer_9,0.2,3.2039,train
1897,6.346696,nan,0.00009998,layer_9,0.2,3.2039,train
1898,5.638158,nan,0.00009998,layer_9,0.2,3.2039,train
1899,6.423599,nan,0.00009998,layer_9,0.2,3.2039,train
1900,5.630903,nan,0.00009998,layer_9,0.2,3.2039,train
1901,7.520847,nan,0.00009998,layer_10,0.2,3.2039,train
1902,5.401421,nan,0.00009998,layer_10,0.2,3.2039,train
1903,6.630304,nan,0.00009998,layer_10,0.2,3.2039,train
1904,6.207387,nan,0.00009998,layer_10,0.2,3.2039,train
1905,5.844383,nan,0.00009998,layer_10,0.2,3.2039,train
1906,6.229462,nan,0.00009998,layer_10,0.2,3.2039,train
1907,6.155825,nan,0.00009998,layer_10,0.2,3.2039,train
1908,6.397784,nan,0.00009998,layer_10,0.2,3.2039,train
1909,5.835037,nan,0.00009998,layer_10,0.2,3.2039,train
1910,6.423102,nan,0.00009998,layer_10,0.2,3.2039,train
1911,6.339910,nan,0.00009998,layer_11,0.2,3.2039,train
1912,5.280429,nan,0.00009998,layer_11,0.2,3.2039,train
1913,5.926571,nan,0.00009998,layer_11,0.2,3.2039,train
1914,5.828358,nan,0.00009998,layer_11,0.2,3.2039,train
1915,5.907395,nan,0.00009998,layer_11,0.2,3.2039,train
1916,6.317842,nan,0.00009998,layer_11,0.2,3.2039,train
1917,6.123468,nan,0.00009998,layer_11,0.2,3.2039,train
1918,5.974530,nan,0.00009998,layer_11,0.2,3.2039,train
1919,5.705759,nan,0.00009998,layer_11,0.2,3.2039,train
1920,5.807853,nan,0.00009998,layer_11,0.2,3.2039,train
1921,6.244036,nan,0.00009998,layer_0,0.2,3.2039,train
1922,6.084407,nan,0.00009998,layer_0,0.2,3.2039,train
1923,5.569661,nan,0.00009998,layer_0,0.2,3.2039,train
1924,6.356092,nan,0.00009998,layer_0,0.2,3.2039,train
1925,6.449626,nan,0.00009998,layer_0,0.2,3.2039,train
1926,5.499857,nan,0.00009998,layer_0,0.2,3.2039,train
1927,6.332678,nan,0.00009998,layer_0,0.2,3.2039,train
1928,5.953036,nan,0.00009998,layer_0,0.2,3.2039,train
1929,6.446177,nan,0.00009998,layer_0,0.2,3.2039,train
1930,6.020934,nan,0.00009998,layer_0,0.2,3.2039,train
1931,5.841332,nan,0.00009998,layer_1,0.2,3.2039,train
1932,6.162939,nan,0.00009998,layer_1,0.2,3.2039,train
1933,6.470800,nan,0.00009998,layer_1,0.2,3.2039,train
1934,7.582065,nan,0.00009998,layer_1,0.2,3.2039,train
1935,6.178365,nan,0.00009998,layer_1,0.2,3.2039,train
1936,6.075926,nan,0.00009998,layer_1,0.2,3.2039,train
1937,5.401917,nan,0.00009998,layer_1,0.2,3.2039,train
1938,6.253711,nan,0.00009998,layer_1,0.2,3.2039,train
1939,5.671720,nan,0.00009998,layer_1,0.2,3.2039,train
1940,6.160257,nan,0.00009998,layer_1,0.2,3.2039,train
1941,5.493116,nan,0.00009998,layer_2,0.2,3.2039,train
1942,6.538189,nan,0.00009998,layer_2,0.2,3.2039,train
1943,5.703333,nan,0.00009998,layer_2,0.2,3.2039,train
1944,5.767726,nan,0.00009998,layer_2,0.2,3.2039,train
1945,6.130624,nan,0.00009998,layer_2,0.2,3.2039,train
1946,6.848855,nan,0.00009998,layer_2,0.2,3.2039,train
1947,7.088366,nan,0.00009998,layer_2,0.2,3.2039,train
1948,6.503809,nan,0.00009998,layer_2,0.2,3.2039,train
1949,5.679102,nan,0.00009998,layer_2,0.2,3.2039,train
1950,5.739433,nan,0.00009998,layer_2,0.2,3.2039,train
1951,6.361566,nan,0.00009998,layer_3,0.2,3.2039,train
1952,6.108787,nan,0.00009998,layer_3,0.2,3.2039,train
1953,6.064737,nan,0.00009998,layer_3,0.2,3.2039,train
1954,6.293665,nan,0.00009998,layer_3,0.2,3.2039,train
1955,6.866411,nan,0.00009998,layer_3,0.2,3.2039,train
1956,5.745895,nan,0.00009998,layer_3,0.2,3.2039,train
